Unranked,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species,Species Extra Info
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Pithecia pithecia lymphocryptovirus 1,Pithecia pithecia lymphocryptovirus 1 (5 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Pongine gammaherpesvirus 2,Pongine gammaherpesvirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Pongine herpesvirus 2,Pongine herpesvirus 2 (3 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Pongo pygmaeus lymphocryptovirus 1,Pongo pygmaeus lymphocryptovirus 1 (4 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Pongo pygmaeus lymphocryptovirus 2,Pongo pygmaeus lymphocryptovirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Saguinus midas lymphocryptovirus 1,Saguinus midas lymphocryptovirus 1 (7 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Saguinus oedipus Lymphocryptovirus 1,Saguinus oedipus Lymphocryptovirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Saimiri boliviensis boliviensis Lymphocryptovirus 1,Saimiri boliviensis boliviensis Lymphocryptovirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Saimiri sciureus albigena Lymphocryptovirus 1,Saimiri sciureus albigena Lymphocryptovirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Saimiri sciureus lymphocryptovirus 1,Saimiri sciureus lymphocryptovirus 1 (4 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Saimiri sciureus lymphocryptovirus 2,Saimiri sciureus lymphocryptovirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Saimiri sciureus macrodon Lymphocryptovirus 1,Saimiri sciureus macrodon Lymphocryptovirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Saimiri sciureus sciureus Lymphocryptovirus 1,Saimiri sciureus sciureus Lymphocryptovirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Semnopithecus entellus lymphocryptovirus 1,Semnopithecus entellus lymphocryptovirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Symphalangus syndactylus lymphocryptovirus 1,Symphalangus syndactylus lymphocryptovirus 1 (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Symphalangus syndactylus lymphocryptovirus 2,Symphalangus syndactylus lymphocryptovirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,Unclassified Lymphocryptovirus,Unclassified Lymphocryptovirus (40 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Alcelaphine gammaherpesvirus 1,Alcelaphine gammaherpesvirus 1 (9 Strains - 3 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Alcelaphine gammaherpesvirus 2,Alcelaphine gammaherpesvirus 2 (1 Strain - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Alcelaphine herpesvirus 1,Alcelaphine herpesvirus 1 (54 Strains - 3 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Alcelaphine herpesvirus 2,Alcelaphine herpesvirus 2 (6 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Bovine gammaherpesvirus 6,Bovine gammaherpesvirus 6 (1 Strain - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Bovine herpesvirus 6,Bovine herpesvirus 6 (9 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Caprine gammaherpesvirus 2,Caprine gammaherpesvirus 2 (10 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Caprine herpesvirus 2,Caprine herpesvirus 2 (18 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Hippotragine gammaherpesvirus 1,Hippotragine gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Hippotragine herpesvirus 1,Hippotragine herpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Ovine gammaherpesvirus 2,Ovine gammaherpesvirus 2 (88 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Ovine herpesvirus 2,Ovine herpesvirus 2 (141 Strains - 2 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Ovine herpesvirus 3,Ovine herpesvirus 3 (3 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Suid gammaherpesvirus 3,Suid gammaherpesvirus 3 (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Suid gammaherpesvirus 4,Suid gammaherpesvirus 4 (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Macavirus,Unclassified Macavirus,Unclassified Macavirus (3 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Equid gammaherpesvirus 2,Equid gammaherpesvirus 2 (233 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Equid gammaherpesvirus 5,Equid gammaherpesvirus 5 (277 Strains - 2 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Equid herpesvirus 2,Equid herpesvirus 2 (114 Strains - 2 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Equid herpesvirus 5,Equid herpesvirus 5 (63 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Felid gammaherpesvirus 1,Felid gammaherpesvirus 1 (7 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Mustelid gammaherpesvirus 1,Mustelid gammaherpesvirus 1 (4 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Mustelid herpesvirus 1,Mustelid herpesvirus 1 (5 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Percavirus,Phocid gammaherpesvirus 3,Phocid gammaherpesvirus 3 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Ateline gammaherpesvirus 2,Ateline gammaherpesvirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Ateline gammaherpesvirus 3,Ateline gammaherpesvirus 3 (1 Strain - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Ateline herpesvirus 2,Ateline herpesvirus 2 (4 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Ateline herpesvirus 3,Ateline herpesvirus 3 (25 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Bovine gammaherpesvirus 4,Bovine gammaherpesvirus 4 (92 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Bovine herpesvirus 4,Bovine herpesvirus 4 (115 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Cercopithecus kandti rhadinovirus,Cercopithecus kandti rhadinovirus (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota,Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota (1 Strain - 2 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Cricetid gammaherpesvirus 2,Cricetid gammaherpesvirus 2 (1 Strain - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Cricetid herpesvirus 2,Cricetid herpesvirus 2 (2 Strains - 2 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Gorilla beringei beringei rhadinovirus 1,Gorilla beringei beringei rhadinovirus 1 (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Human gammaherpesvirus 8,Human gammaherpesvirus 8 (548 Strains - 12 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Human herpesvirus 8,Human herpesvirus 8 (2571 Strains - 14 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Macacine gammaherpesvirus 12,Macacine gammaherpesvirus 12 (1 Strain - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Macacine gammaherpesvirus 5,Macacine gammaherpesvirus 5 (6 Strains - 6 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Macacine gammaherpesvirus 8,Macacine gammaherpesvirus 8 (9 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Macacine herpesvirus 5,Macacine herpesvirus 5 (73 Strains - 5 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Mastomys natalensis rhadinovirus 1,Mastomys natalensis rhadinovirus 1 (3 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Murid gammaherpesvirus 4,Murid gammaherpesvirus 4 (1 Strain - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Murid gammaherpesvirus 7,Murid gammaherpesvirus 7 (1 Strain - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Murid herpesvirus 4,Murid herpesvirus 4 (75 Strains - 3 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Ruminant rhadinovirus 2,Ruminant rhadinovirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Saimiriine gammaherpesvirus 2,Saimiriine gammaherpesvirus 2 (7 Strains - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Saimiriine herpesvirus 2,Saimiriine herpesvirus 2 (66 Strains - 2 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,Unclassified Rhadinovirus,Unclassified Rhadinovirus (342 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,unknown,unknown (16 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Anoura geoffroyi gammaherpesvirus 1,Anoura geoffroyi gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Anoura geoffroyi gammaherpesvirus A,Anoura geoffroyi gammaherpesvirus A (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Artibeus planirostris gammaherpesvirus 1,Artibeus planirostris gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Axis porcinus gammaherpesvirus 1,Axis porcinus gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,bat gammaherpesvirus,bat gammaherpesvirus (6 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Bighorn sheep gammaherpesvirus,Bighorn sheep gammaherpesvirus (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Bovidae gammaherpesvirus 1,Bovidae gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Bovidae gammaherpesvirus 2,Bovidae gammaherpesvirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Bovidae gammaherpesvirus 3,Bovidae gammaherpesvirus 3 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Bovidae gammaherpesvirus 4,Bovidae gammaherpesvirus 4 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Bovidae gammaherpesvirus 5,Bovidae gammaherpesvirus 5 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Bovidae gammaherpesvirus 9,Bovidae gammaherpesvirus 9 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Bovine lymphotropic herpesvirus,Bovine lymphotropic herpesvirus (5 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Callosciurus erythraeus gammaherpesvirus 1,Callosciurus erythraeus gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Capra nubiana gammaherpesvirus 1,Capra nubiana gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Carollia perspicillata gammaherpesvirus 1,Carollia perspicillata gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Carollia perspicillata gammaherpesvirus 2,Carollia perspicillata gammaherpesvirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Carollia perspicillata gammaherpesvirus A,Carollia perspicillata gammaherpesvirus A (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Cephalophinae gammaherpesvirus 1,Cephalophinae gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Cephalophus rufilatus gammaherpesvirus 1,Cephalophus rufilatus gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Cingulatid gammaherpesvirus 1,Cingulatid gammaherpesvirus 1 (3 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Colobine gammaherpesvirus 1,Colobine gammaherpesvirus 1 (1 Strain - 1 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Damaliscus korrigum gammaherpesvirus 1,Damaliscus korrigum gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Dasyurid herpesvirus 1,Dasyurid herpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Desmodus rotundus gammaherpesvirus,Desmodus rotundus gammaherpesvirus (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Desmodus rotundus gammaherpesvirus 1,Desmodus rotundus gammaherpesvirus 1 (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Desmodus rotundus gammaherpesvirus 2,Desmodus rotundus gammaherpesvirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Desmodus rotundus gammaherpesvirus 3,Desmodus rotundus gammaherpesvirus 3 (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Desmodus rotundus gammaherpesvirus A,Desmodus rotundus gammaherpesvirus A (5 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Desmodus rotundus gammaherpesvirus B,Desmodus rotundus gammaherpesvirus B (3 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Desmodus rotundus gammaherpesvirus C,Desmodus rotundus gammaherpesvirus C (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Diaemus youngi gammaherpesvirus 1,Diaemus youngi gammaherpesvirus 1 (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Diaemus youngi gammaherpesvirus A,Diaemus youngi gammaherpesvirus A (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Diphylla ecaudata gammaherpesvirus,Diphylla ecaudata gammaherpesvirus (2 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Elephant gammaherpesvirus 4,Elephant gammaherpesvirus 4 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Elk gammaherpesvirus,Elk gammaherpesvirus (4 Strains - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Elk gammaherpesvirus 1,Elk gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Elk gammaherpesvirus 2,Elk gammaherpesvirus 2 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Elk gammaherpesvirus 3,Elk gammaherpesvirus 3 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Eptesicus fuscus gammaherpesvirus,Eptesicus fuscus gammaherpesvirus (2 Strains - 2 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Eptesicus isabellinus gammaherpesvirus 1,Eptesicus isabellinus gammaherpesvirus 1 (1 Strain - 0 complete genomes)
Virus,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Unclassified Herpesviridae,Equid gammaherpesvirus 7,Equid gammaherpesvirus 7 (1 Strain - 0 complete genomes)
